p sp 200 39800
a 1 2 186
a 1 3 75
a 1 4 308
a 1 5 384
a 1 6 982
a 1 7 725
a 1 8 518
a 1 9 584
a 1 10 931
a 1 11 71
a 1 12 971
a 1 13 623
a 1 14 175
a 1 15 518
a 1 16 691
a 1 17 664
a 1 18 466
a 1 19 22
a 1 20 767
a 1 21 678
a 1 22 662
a 1 23 259
a 1 24 144
a 1 25 252
a 1 26 933
a 1 27 595
a 1 28 748
a 1 29 364
a 1 30 302
a 1 31 981
a 1 32 529
a 1 33 932
a 1 34 968
a 1 35 955
a 1 36 528
a 1 37 185
a 1 38 269
a 1 39 555
a 1 40 115
a 1 41 400
a 1 42 920
a 1 43 906
a 1 44 406
a 1 45 823
a 1 46 855
a 1 47 23
a 1 48 977
a 1 49 897
a 1 50 897
a 1 51 950
a 1 52 179
a 1 53 959
a 1 54 183
a 1 55 377
a 1 56 480
a 1 57 654
a 1 58 23
a 1 59 368
a 1 60 796
a 1 61 303
a 1 62 900
a 1 63 866
a 1 64 670
a 1 65 410
a 1 66 239
a 1 67 529
a 1 68 917
a 1 69 74
a 1 70 961
a 1 71 610
a 1 72 973
a 1 73 875
a 1 74 493
a 1 75 306
a 1 76 131
a 1 77 822
a 1 78 794
a 1 79 233
a 1 80 428
a 1 81 636
a 1 82 767
a 1 83 378
a 1 84 538
a 1 85 222
a 1 86 893
a 1 87 649
a 1 88 814
a 1 89 963
a 1 90 320
a 1 91 819
a 1 92 390
a 1 93 954
a 1 94 150
a 1 95 297
a 1 96 160
a 1 97 587
a 1 98 893
a 1 99 548
a 1 100 197
a 1 101 353
a 1 102 601
a 1 103 394
a 1 104 223
a 1 105 874
a 1 106 75
a 1 107 79
a 1 108 354
a 1 109 317
a 1 110 546
a 1 111 709
a 1 112 70
a 1 113 258
a 1 114 150
a 1 115 468
a 1 116 690
a 1 117 421
a 1 118 391
a 1 119 849
a 1 120 482
a 1 121 683
a 1 122 594
a 1 123 267
a 1 124 474
a 1 125 747
a 1 126 308
a 1 127 985
a 1 128 289
a 1 129 598
a 1 130 524
a 1 131 501
a 1 132 911
a 1 133 79
a 1 134 244
a 1 135 859
a 1 136 246
a 1 137 212
a 1 138 609
a 1 139 42
a 1 140 19
a 1 141 906
a 1 142 22
a 1 143 161
a 1 144 110
a 1 145 836
a 1 146 716
a 1 147 547
a 1 148 597
a 1 149 419
a 1 150 805
a 1 151 379
a 1 152 389
a 1 153 271
a 1 154 492
a 1 155 544
a 1 156 593
a 1 157 428
a 1 158 758
a 1 159 209
a 1 160 528
a 1 161 285
a 1 162 195
a 1 163 786
a 1 164 26
a 1 165 469
a 1 166 221
a 1 167 13
a 1 168 275
a 1 169 80
a 1 170 542
a 1 171 985
a 1 172 559
a 1 173 54
a 1 174 574
a 1 175 374
a 1 176 907
a 1 177 464
a 1 178 395
a 1 179 630
a 1 180 458
a 1 181 689
a 1 182 7
a 1 183 734
a 1 184 293
a 1 185 181
a 1 186 333
a 1 187 418
a 1 188 153
a 1 189 708
a 1 190 364
a 1 191 971
a 1 192 901
a 1 193 736
a 1 194 554
a 1 195 468
a 1 196 56
a 1 197 162
a 1 198 393
a 1 199 736
a 1 200 487
a 2 1 32
a 2 3 596
a 2 4 798
a 2 5 20
a 2 6 906
a 2 7 634
a 2 8 813
a 2 9 967
a 2 10 208
a 2 11 218
a 2 12 95
a 2 13 513
a 2 14 493
a 2 15 573
a 2 16 665
a 2 17 828
a 2 18 15
a 2 19 575
a 2 20 169
a 2 21 196
