p sp 100 9900
a 1 2 809
a 1 3 874
a 1 4 323
a 1 5 783
a 1 6 381
a 1 7 444
a 1 8 213
a 1 9 863
a 1 10 770
a 1 11 486
a 1 12 218
a 1 13 326
a 1 14 678
a 1 15 133
a 1 16 818
a 1 17 687
a 1 18 713
a 1 19 581
a 1 20 430
a 1 21 885
a 1 22 693
a 1 23 730
a 1 24 319
a 1 25 891
a 1 26 356
a 1 27 434
a 1 28 795
a 1 29 443
a 1 30 413
a 1 31 516
a 1 32 560
a 1 33 27
a 1 34 319
a 1 35 586
a 1 36 311
a 1 37 928
a 1 38 340
a 1 39 354
a 1 40 282
a 1 41 511
a 1 42 55
a 1 43 105
a 1 44 85
a 1 45 878
a 1 46 654
a 1 47 662
a 1 48 544
a 1 49 528
a 1 50 648
a 1 51 173
a 1 52 26
a 1 53 142
a 1 54 566
a 1 55 312
a 1 56 791
a 1 57 837
a 1 58 614
a 1 59 583
a 1 60 211
a 1 61 678
a 1 62 427
a 1 63 705
a 1 64 253
a 1 65 393
a 1 66 398
a 1 67 448
a 1 68 140
a 1 69 913
a 1 70 40
a 1 71 617
a 1 72 228
a 1 73 354
a 1 74 36
a 1 75 457
a 1 76 554
a 1 77 741
a 1 78 297
a 1 79 360
a 1 80 139
a 1 81 387
a 1 82 950
a 1 83 633
a 1 84 9
a 1 85 141
a 1 86 4
a 1 87 984
a 1 88 541
a 1 89 186
a 1 90 71
a 1 91 930
a 1 92 693
a 1 93 529
a 1 94 981
a 1 95 96
a 1 96 47
a 1 97 18
a 1 98 516
a 1 99 859
a 1 100 596
a 2 1 584
a 2 3 632
a 2 4 881
a 2 5 686
a 2 6 945
a 2 7 834
a 2 8 526
a 2 9 369
a 2 10 332
a 2 11 297
a 2 12 52
a 2 13 605
a 2 14 561
a 2 15 973
a 2 16 531
a 2 17 345
a 2 18 788
a 2 19 918
a 2 20 16
a 2 21 409
a 2 22 370
a 2 23 601
a 2 24 970
a 2 25 425
a 2 26 554
a 2 27 115
a 2 28 424
a 2 29 264
a 2 30 549
a 2 31 491
a 2 32 124
a 2 33 342
a 2 34 950
a 2 35 779
a 2 36 242
a 2 37 189
a 2 38 435
a 2 39 88
a 2 40 361
a 2 41 418
a 2 42 25
a 2 43 701
a 2 44 768
a 2 45 125
a 2 46 283
a 2 47 851
a 2 48 898
a 2 49 708
a 2 50 194
a 2 51 44
a 2 52 954
a 2 53 804
a 2 54 590
a 2 55 843
a 2 56 119
a 2 57 488
a 2 58 627
a 2 59 349
a 2 60 880
a 2 61 647
