p sp 260 67340
a 1 2 369
a 1 3 325
a 1 4 899
a 1 5 203
a 1 6 76
a 1 7 408
a 1 8 540
a 1 9 98
a 1 10 177
a 1 11 145
a 1 12 890
a 1 13 322
a 1 14 798
a 1 15 465
a 1 16 58
a 1 17 35
a 1 18 921
a 1 19 153
a 1 20 933
a 1 21 872
a 1 22 628
a 1 23 854
a 1 24 55
a 1 25 391
a 1 26 316
a 1 27 885
a 1 28 427
a 1 29 726
a 1 30 669
a 1 31 375
a 1 32 768
a 1 33 967
a 1 34 63
a 1 35 582
a 1 36 94
a 1 37 524
a 1 38 676
a 1 39 38
a 1 40 393
a 1 41 34
a 1 42 735
a 1 43 820
a 1 44 268
a 1 45 242
a 1 46 797
a 1 47 114
a 1 48 79
a 1 49 555
a 1 50 735
a 1 51 904
a 1 52 962
a 1 53 57
a 1 54 774
a 1 55 780
a 1 56 247
a 1 57 961
a 1 58 61
a 1 59 795
a 1 60 491
a 1 61 458
a 1 62 483
a 1 63 981
a 1 64 260
a 1 65 452
a 1 66 125
a 1 67 92
a 1 68 540
a 1 69 924
a 1 70 879
a 1 71 660
a 1 72 916
a 1 73 270
a 1 74 804
a 1 75 252
a 1 76 345
a 1 77 673
a 1 78 833
a 1 79 364
a 1 80 819
a 1 81 262
a 1 82 374
a 1 83 269
a 1 84 544
a 1 85 297
a 1 86 684
a 1 87 819
a 1 88 541
a 1 89 502
a 1 90 727
a 1 91 53
a 1 92 21
a 1 93 28
a 1 94 732
a 1 95 499
a 1 96 927
a 1 97 77
a 1 98 428
a 1 99 919
a 1 100 923
a 1 101 187
a 1 102 191
a 1 103 132
a 1 104 541
a 1 105 484
a 1 106 698
a 1 107 826
a 1 108 617
a 1 109 407
a 1 110 737
a 1 111 687
a 1 112 164
a 1 113 613
a 1 114 820
a 1 115 598
a 1 116 25
a 1 117 960
a 1 118 94
a 1 119 276
a 1 120 105
a 1 121 510
a 1 122 904
a 1 123 141
a 1 124 721
a 1 125 494
a 1 126 722
a 1 127 787
a 1 128 151
a 1 129 529
a 1 130 650
a 1 131 679
a 1 132 813
a 1 133 258
a 1 134 683
a 1 135 757
a 1 136 308
a 1 137 958
a 1 138 655
a 1 139 692
a 1 140 554
a 1 141 844
a 1 142 645
a 1 143 411
a 1 144 836
a 1 145 758
a 1 146 899
a 1 147 469
a 1 148 860
a 1 149 214
a 1 150 971
a 1 151 77
a 1 152 915
a 1 153 785
a 1 154 10
a 1 155 346
a 1 156 543
a 1 157 871
a 1 158 644
a 1 159 156
a 1 160 38
a 1 161 608
a 1 162 481
a 1 163 788
a 1 164 145
a 1 165 184
a 1 166 291
a 1 167 488
a 1 168 698
a 1 169 699
a 1 170 421
a 1 171 276
a 1 172 229
a 1 173 545
a 1 174 429
a 1 175 529
a 1 176 762
a 1 177 875
a 1 178 746
a 1 179 89
a 1 180 745
a 1 181 595
a 1 182 918
a 1 183 192
a 1 184 564
a 1 185 424
a 1 186 428
a 1 187 892
a 1 188 952
a 1 189 847
a 1 190 2
a 1 191 750
a 1 192 59
a 1 193 898
a 1 194 952
a 1 195 31
a 1 196 455
a 1 197 492
a 1 198 895
a 1 199 963
a 1 200 893
a 1 201 131
a 1 202 603
a 1 203 448
a 1 204 571
a 1 205 749
a 1 206 449
a 1 207 471
a 1 208 662
a 1 209 402
a 1 210 897
a 1 211 730
a 1 212 416
a 1 213 80
a 1 214 404
a 1 215 604
a 1 216 106
a 1 217 665
a 1 218 734
a 1 219 572
a 1 220 802
a 1 221 646
a 1 222 580
a 1 223 961
a 1 224 926
a 1 225 983
a 1 226 871
a 1 227 446
a 1 228 79
a 1 229 312
a 1 230 383
a 1 231 71
a 1 232 495
a 1 233 46
a 1 234 241
a 1 235 858
a 1 236 50
