p sp 20 380
a 1 2 795
a 1 3 39
a 1 4 141
a 1 5 77
a 1 6 774
a 1 7 458
a 1 8 622
a 1 9 764
a 1 10 467
a 1 11 627
a 1 12 940
a 1 13 676
a 1 14 968
a 1 15 139
a 1 16 676
a 1 17 525
a 1 18 963
a 1 19 707
a 1 20 543
a 2 1 82
a 2 3 950
a 2 4 424
a 2 5 833
a 2 6 633
a 2 7 966
a 2 8 223
a 2 9 325
a 2 10 528
a 2 11 423
a 2 12 329
a 2 13 282
a 2 14 921
a 2 15 969
a 2 16 112
a 2 17 608
a 2 18 974
a 2 19 574
a 2 20 952
a 3 1 971
a 3 2 124
a 3 4 289
a 3 5 342
a 3 6 542
a 3 7 564
a 3 8 631
a 3 9 524
a 3 10 361
a 3 11 101
a 3 12 897
a 3 13 306
a 3 14 748
a 3 15 11
a 3 16 952
a 3 17 350
a 3 18 521
a 3 19 611
a 3 20 367
a 4 1 397
a 4 2 309
a 4 3 244
a 4 5 509
a 4 6 375
a 4 7 726
a 4 8 318
a 4 9 751
a 4 10 342
a 4 11 470
a 4 12 382
a 4 13 1
a 4 14 6
a 4 15 782
a 4 16 952
a 4 17 926
a 4 18 718
a 4 19 835
a 4 20 947
a 5 1 227
a 5 2 478
a 5 3 101
a 5 4 688
a 5 6 992
a 5 7 335
a 5 8 498
a 5 9 795
a 5 10 694
a 5 11 725
a 5 12 511
a 5 13 8
a 5 14 913
a 5 15 911
a 5 16 71
a 5 17 918
a 5 18 54
a 5 19 597
a 5 20 673
a 6 1 431
a 6 2 150
a 6 3 265
a 6 4 757
a 6 5 765
a 6 7 817
a 6 8 366
a 6 9 655
a 6 10 782
a 6 11 180
a 6 12 908
a 6 13 251
a 6 14 945
a 6 15 491
a 6 16 65
a 6 17 654
a 6 18 599
a 6 19 958
a 6 20 504
a 7 1 483
a 7 2 722
a 7 3 520
a 7 4 94
a 7 5 139
a 7 6 416
a 7 8 274
a 7 9 551
a 7 10 955
a 7 11 936
a 7 12 620
a 7 13 93
a 7 14 265
a 7 15 803
a 7 16 924
a 7 17 505
a 7 18 87
a 7 19 988
a 7 20 349
a 8 1 871
a 8 2 446
a 8 3 344
a 8 4 17
a 8 5 70
a 8 6 660
a 8 7 230
a 8 9 815
a 8 10 501
a 8 11 910
a 8 12 784
a 8 13 53
a 8 14 159
a 8 15 854
a 8 16 640
a 8 17 301
a 8 18 271
a 8 19 605
a 8 20 139
a 9 1 948
a 9 2 724
a 9 3 609
a 9 4 641
a 9 5 950
a 9 6 414
a 9 7 184
a 9 8 978
a 9 10 547
a 9 11 190
a 9 12 387
a 9 13 482
a 9 14 493
a 9 15 770
a 9 16 860
a 9 17 445
a 9 18 615
a 9 19 46
a 9 20 127
a 10 1 43
a 10 2 31
a 10 3 667
a 10 4 20
a 10 5 869
a 10 6 548
a 10 7 867
a 10 8 299
a 10 9 61
a 10 11 952
a 10 12 114
a 10 13 614
a 10 14 426
a 10 15 806
a 10 16 366
a 10 17 546
a 10 18 993
a 10 19 564
a 10 20 536
a 11 1 717
a 11 2 44
a 11 3 778
a 11 4 873
a 11 5 185
a 11 6 46
a 11 7 33
a 11 8 829
a 11 9 895
a 11 10 661
a 11 12 13
a 11 13 66
a 11 14 277
a 11 15 247
a 11 16 403
a 11 17 233
a 11 18 816
a 11 19 444
a 11 20 355
a 12 1 964
a 12 2 250
a 12 3 234
a 12 4 846
a 12 5 142
