p sp 50 2450
a 1 2 353
a 1 3 765
a 1 4 67
a 1 5 83
a 1 6 180
a 1 7 336
a 1 8 924
a 1 9 370
a 1 10 577
a 1 11 673
a 1 12 874
a 1 13 906
a 1 14 54
a 1 15 641
a 1 16 666
a 1 17 795
a 1 18 353
a 1 19 489
a 1 20 581
a 1 21 240
a 1 22 220
a 1 23 46
a 1 24 663
a 1 25 575
a 1 26 260
a 1 27 989
a 1 28 467
a 1 29 926
a 1 30 509
a 1 31 991
a 1 32 80
a 1 33 935
a 1 34 535
a 1 35 566
a 1 36 934
a 1 37 484
a 1 38 260
a 1 39 94
a 1 40 249
a 1 41 482
a 1 42 495
a 1 43 860
a 1 44 612
a 1 45 978
a 1 46 525
a 1 47 498
a 1 48 831
a 1 49 779
a 1 50 847
a 2 1 504
a 2 3 130
a 2 4 993
a 2 5 158
a 2 6 164
a 2 7 503
a 2 8 65
a 2 9 509
a 2 10 995
a 2 11 867
a 2 12 338
a 2 13 355
a 2 14 381
a 2 15 612
a 2 16 668
a 2 17 725
a 2 18 788
a 2 19 948
a 2 20 20
a 2 21 415
a 2 22 52
a 2 23 148
a 2 24 814
a 2 25 116
a 2 26 52
a 2 27 905
a 2 28 345
a 2 29 57
a 2 30 892
a 2 31 115
a 2 32 598
a 2 33 966
a 2 34 757
a 2 35 584
a 2 36 17
a 2 37 732
a 2 38 411
a 2 39 101
a 2 40 606
a 2 41 383
a 2 42 405
a 2 43 693
a 2 44 180
a 2 45 764
a 2 46 427
a 2 47 583
a 2 48 997
a 2 49 764
a 2 50 111
a 3 1 411
a 3 2 387
a 3 4 359
a 3 5 980
a 3 6 261
a 3 7 308
a 3 8 74
a 3 9 546
a 3 10 105
a 3 11 63
a 3 12 689
a 3 13 855
a 3 14 372
a 3 15 973
a 3 16 252
a 3 17 214
a 3 18 257
a 3 19 536
a 3 20 294
a 3 21 300
a 3 22 889
a 3 23 902
a 3 24 680
a 3 25 909
a 3 26 209
a 3 27 70
a 3 28 306
a 3 29 547
a 3 30 231
a 3 31 873
a 3 32 186
a 3 33 359
a 3 34 157
a 3 35 794
a 3 36 75
a 3 37 93
a 3 38 540
a 3 39 158
a 3 40 463
a 3 41 404
a 3 42 650
a 3 43 444
a 3 44 173
a 3 45 331
a 3 46 884
a 3 47 318
a 3 48 795
a 3 49 661
a 3 50 164
a 4 1 334
a 4 2 371
a 4 3 725
a 4 5 107
a 4 6 17
a 4 7 730
a 4 8 58
a 4 9 279
a 4 10 639
a 4 11 380
a 4 12 668
a 4 13 278
a 4 14 304
a 4 15 297
a 4 16 212
a 4 17 681
a 4 18 552
a 4 19 115
a 4 20 960
a 4 21 82
a 4 22 283
a 4 23 941
a 4 24 964
a 4 25 469
a 4 26 961
a 4 27 941
a 4 28 225
a 4 29 842
a 4 30 371
a 4 31 290
a 4 32 273
a 4 33 561
a 4 34 563
a 4 35 534
a 4 36 864
a 4 37 204
a 4 38 664
a 4 39 884
a 4 40 692
a 4 41 336
a 4 42 135
a 4 43 458
a 4 44 142
a 4 45 755
a 4 46 842
a 4 47 688
a 4 48 367
a 4 49 79
a 4 50 100
a 5 1 919
a 5 2 75
a 5 3 629
a 5 4 371
a 5 6 731
a 5 7 8
a 5 8 811
a 5 9 117
a 5 10 617
a 5 11 879
a 5 12 526
a 5 13 482
a 5 14 537
a 5 15 178
a 5 16 152
a 5 17 408
a 5 18 756
a 5 19 964
a 5 20 202
a 5 21 937
a 5 22 926
a 5 23 460
a 5 24 738
a 5 25 694
a 5 26 532
a 5 27 625
a 5 28 286
a 5 29 927
a 5 30 783
a 5 31 126
a 5 32 303
a 5 33 128
a 5 34 287
a 5 35 647
a 5 36 695
a 5 37 774
a 5 38 137
a 5 39 802
a 5 40 2
a 5 41 471
a 5 42 105
a 5 43 767
a 5 44 744
a 5 45 477
a 5 46 272
a 5 47 912
a 5 48 577
a 5 49 715
a 5 50 166
a 6 1 473
a 6 2 815
a 6 3 894
a 6 4 448
a 6 5 712
a 6 7 975
a 6 8 988
a 6 9 531
a 6 10 277
a 6 11 95
a 6 12 312
a 6 13 534
a 6 14 739
a 6 15 625
a 6 16 11
a 6 17 228
a 6 18 533
a 6 19 238
a 6 20 836
a 6 21 671
a 6 22 737
a 6 23 812
a 6 24 337
a 6 25 574
a 6 26 680
a 6 27 0
a 6 28 123
a 6 29 727
a 6 30 451
a 6 31 204
a 6 32 302
a 6 33 829
a 6 34 951
a 6 35 930
a 6 36 405
a 6 37 786
a 6 38 314
a 6 39 958
a 6 40 858
a 6 41 941
a 6 42 707
a 6 43 815
a 6 44 171
a 6 45 790
a 6 46 405
a 6 47 957
a 6 48 814
a 6 49 604
a 6 50 956
a 7 1 204
a 7 2 557
a 7 3 205
a 7 4 597
a 7 5 848
a 7 6 978
a 7 8 774
a 7 9 650
a 7 10 999
a 7 11 404
a 7 12 510
a 7 13 788
a 7 14 497
a 7 15 703
a 7 16 311
a 7 17 78
